generation,individual_id,fitness,validation_accuracy,train_accuracy,train_loss,validation_loss,parameters,latency_ms,parameter_penalty,latency_penalty,genome,num_layers,filters,kernel_sizes,pooling_types,skip_connections,dropout
0,11,0.4289726626333403,0.4304,0.34584444444444445,1.7780647928449842,1.593983957672119,105034,0.37699736665975553,0.00105034,0.0003769973666597555,"{""num_layers"": 2, ""filters"": [64, 64], ""kernel_sizes"": [3, 5], ""pooling_types"": [""avg"", ""max""], ""skip_connections"": [false, true], ""dilations"": [1, 1], ""separable"": [false, false], ""dropout"": 0.12149862119786226}",2,"[64, 64]","[3, 5]","[""avg"", ""max""]","[false, true]",0.12149862119786226
0,12,0.5202530873999962,0.5294,0.4312,1.5558541381412083,1.3030876892089844,824714,0.8997726000037195,0.00824714,0.0008997726000037195,"{""num_layers"": 3, ""filters"": [128, 128, 128], ""kernel_sizes"": [3, 5, 5], ""pooling_types"": [""avg"", ""avg"", ""avg""], ""skip_connections"": [false, false, false], ""dilations"": [1, 1, 1], ""separable"": [false, false, false], ""dropout"": 0.2013106410511344}",3,"[128, 128, 128]","[3, 5, 5]","[""avg"", ""avg"", ""avg""]","[false, false, false]",0.2013106410511344
0,13,0.3711543957666662,0.3722,0.29488888888888887,1.8667111870659723,1.6826395170211792,22986,0.8157442333337409,0.00022986,0.000815744233333741,"{""num_layers"": 3, ""filters"": [16, 32, 32], ""kernel_sizes"": [3, 5, 3], ""pooling_types"": [""avg"", ""max"", ""avg""], ""skip_connections"": [true, false, false], ""dilations"": [1, 1, 1], ""separable"": [false, false, false], ""dropout"": 0.22156537252672848}",3,"[16, 32, 32]","[3, 5, 3]","[""avg"", ""max"", ""avg""]","[true, false, false]",0.22156537252672848
0,14,0.430213571800002,0.431,0.32306666666666667,1.8036121419270834,1.553860644721985,15834,0.6280881999979707,0.00015834,0.0006280881999979707,"{""num_layers"": 4, ""filters"": [16, 16, 16, 16], ""kernel_sizes"": [3, 3, 5, 5], ""pooling_types"": [""avg"", ""max"", ""avg"", ""max""], ""skip_connections"": [false, true, false, true], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.13260152908607598}",4,"[16, 16, 16, 16]","[3, 3, 5, 5]","[""avg"", ""max"", ""avg"", ""max""]","[false, true, false, true]",0.13260152908607598
0,15,0.49078078156666366,0.4964,0.38322222222222224,1.6788006097157797,1.4078525947570801,487178,0.747438433336356,0.00487178,0.000747438433336356,"{""num_layers"": 3, ""filters"": [64, 128, 128], ""kernel_sizes"": [3, 3, 5], ""pooling_types"": [""max"", ""max"", ""max""], ""skip_connections"": [true, false, false], ""dilations"": [1, 1, 1], ""separable"": [false, false, false], ""dropout"": 0.2920887972294856}",3,"[64, 128, 128]","[3, 3, 5]","[""max"", ""max"", ""max""]","[true, false, false]",0.2920887972294856
1,16,0.3801705159333324,0.381,0.3794222222222222,1.6924731825722588,1.6819645904541016,39690,0.432584066667611,0.00039690000000000005,0.000432584066667611,"{""num_layers"": 2, ""filters"": [64, 64], ""kernel_sizes"": [3, 3], ""pooling_types"": [""max"", ""avg""], ""skip_connections"": [true, false], ""dilations"": [1, 1], ""separable"": [false, false], ""dropout"": 0.045454706086896945}",2,"[64, 64]","[3, 3]","[""max"", ""avg""]","[true, false]",0.045454706086896945
1,17,0.3742042883333337,0.3746,0.3044,1.8790778970718385,1.7422591058731078,3738,0.358331666666345,3.738e-05,0.000358331666666345,"{""num_layers"": 2, ""filters"": [16, 16], ""kernel_sizes"": [5, 3], ""pooling_types"": [""max"", ""max""], ""skip_connections"": [false, true], ""dilations"": [1, 1], ""separable"": [false, false], ""dropout"": 0.03370016405515375}",2,"[16, 16]","[5, 3]","[""max"", ""max""]","[false, true]",0.03370016405515375
1,18,0.4509145336666693,0.4522,0.3451111111111111,1.7661150601704916,1.4848245904922486,66074,0.6247263333307274,0.0006607399999999999,0.0006247263333307274,"{""num_layers"": 4, ""filters"": [16, 16, 16, 128], ""kernel_sizes"": [3, 5, 5, 5], ""pooling_types"": [""avg"", ""max"", ""avg"", ""max""], ""skip_connections"": [false, false, false, false], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.21178788628186318}",4,"[16, 16, 16, 128]","[3, 5, 5, 5]","[""avg"", ""max"", ""avg"", ""max""]","[false, false, false, false]",0.21178788628186318
1,19,0.5838634533666639,0.5922,0.47526666666666667,1.4504076294581096,1.1325813100814819,710282,1.2337266333361185,0.00710282,0.0012337266333361187,"{""num_layers"": 4, ""filters"": [128, 128, 128, 128], ""kernel_sizes"": [3, 3, 3, 5], ""pooling_types"": [""avg"", ""max"", ""avg"", ""avg""], ""skip_connections"": [false, false, true, false], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.1794896902423142}",4,"[128, 128, 128, 128]","[3, 3, 3, 5]","[""avg"", ""max"", ""avg"", ""avg""]","[false, false, true, false]",0.1794896902423142
1,20,0.3891116018666712,0.3908,0.3526,1.763969764497545,1.628067806816101,105226,0.6361381333287378,0.00105226,0.0006361381333287379,"{""num_layers"": 2, ""filters"": [64, 64], ""kernel_sizes"": [3, 5], ""pooling_types"": [""max"", ""avg""], ""skip_connections"": [true, true], ""dilations"": [1, 1], ""separable"": [false, false], ""dropout"": 0.07959892149036563}",2,"[64, 64]","[3, 5]","[""max"", ""avg""]","[true, true]",0.07959892149036563
1,21,0.5899773624999954,0.5984,0.4756666666666667,1.4388007656097412,1.113686572265625,766858,0.7540575000045161,0.00766858,0.0007540575000045161,"{""num_layers"": 4, ""filters"": [128, 128, 128, 64], ""kernel_sizes"": [3, 3, 5, 5], ""pooling_types"": [""avg"", ""max"", ""max"", ""avg""], ""skip_connections"": [false, false, true, false], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.1794896902423142}",4,"[128, 128, 128, 64]","[3, 3, 5, 5]","[""avg"", ""max"", ""max"", ""avg""]","[false, false, true, false]",0.1794896902423142
1,22,0.5353044692333372,0.5432,0.45553333333333335,1.4944865278455945,1.235136890220642,710666,0.7888707666628155,0.007106660000000001,0.0007888707666628156,"{""num_layers"": 4, ""filters"": [128, 128, 128, 128], ""kernel_sizes"": [3, 3, 3, 5], ""pooling_types"": [""avg"", ""avg"", ""avg"", ""avg""], ""skip_connections"": [true, false, true, false], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.1794896902423142}",4,"[128, 128, 128, 128]","[3, 3, 3, 5]","[""avg"", ""avg"", ""avg"", ""avg""]","[true, false, true, false]",0.1794896902423142
1,23,0.33712556963333357,0.3384,0.24426666666666666,1.9951831543392606,1.8185961114883422,37994,0.894490366666408,0.00037994,0.000894490366666408,"{""num_layers"": 4, ""filters"": [16, 16, 64, 16], ""kernel_sizes"": [3, 3, 3, 5], ""pooling_types"": [""avg"", ""max"", ""max"", ""max""], ""skip_connections"": [true, false, false, false], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.35800980646120173}",4,"[16, 16, 64, 16]","[3, 3, 3, 5]","[""avg"", ""max"", ""max"", ""max""]","[true, false, false, false]",0.35800980646120173
2,24,0.506024001766672,0.5154,0.39913333333333334,1.6330526353624133,1.3450396444320678,842058,0.9554182333279945,0.00842058,0.0009554182333279945,"{""num_layers"": 4, ""filters"": [128, 128, 128, 16], ""kernel_sizes"": [3, 5, 5, 3], ""pooling_types"": [""avg"", ""avg"", ""avg"", ""avg""], ""skip_connections"": [false, false, false, false], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.2013106410511344}",4,"[128, 128, 128, 16]","[3, 5, 5, 3]","[""avg"", ""avg"", ""avg"", ""avg""]","[false, false, false, false]",0.2013106410511344
2,25,0.5720430843333278,0.5784,0.4838222222222222,1.4234726644515991,1.132828753376007,558538,0.7715356666722073,0.00558538,0.0007715356666722073,"{""num_layers"": 4, ""filters"": [128, 128, 32, 128], ""kernel_sizes"": [3, 5, 3, 5], ""pooling_types"": [""avg"", ""max"", ""max"", ""avg""], ""skip_connections"": [false, false, true, false], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.1794896902423142}",4,"[128, 128, 32, 128]","[3, 5, 3, 5]","[""avg"", ""max"", ""max"", ""avg""]","[false, false, true, false]",0.1794896902423142
2,26,0.5449518068666684,0.547,0.4600222222222222,1.488079994032118,1.2553198177337646,145290,0.5952931333316277,0.0014529,0.0005952931333316277,"{""num_layers"": 3, ""filters"": [64, 64, 64], ""kernel_sizes"": [5, 3, 5], ""pooling_types"": [""max"", ""max"", ""avg""], ""skip_connections"": [true, true, false], ""dilations"": [1, 1, 1], ""separable"": [false, false, false], ""dropout"": 0.045454706086896945}",3,"[64, 64, 64]","[5, 3, 5]","[""max"", ""max"", ""avg""]","[true, true, false]",0.045454706086896945
2,27,0.545718001866663,0.548,0.4609333333333333,1.4794546970367433,1.2685293849945067,121450,1.0674981333371154,0.0012145,0.0010674981333371155,"{""num_layers"": 4, ""filters"": [128, 64, 16, 16], ""kernel_sizes"": [5, 3, 5, 3], ""pooling_types"": [""avg"", ""avg"", ""avg"", ""avg""], ""skip_connections"": [true, true, true, true], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.045454706086896945}",4,"[128, 64, 16, 16]","[5, 3, 5, 3]","[""avg"", ""avg"", ""avg"", ""avg""]","[true, true, true, true]",0.045454706086896945
2,28,0.651611476033332,0.6562,0.5657111111111112,1.2154372760136922,0.9696770957946778,364234,0.9461839666679831,0.00364234,0.0009461839666679831,"{""num_layers"": 4, ""filters"": [64, 128, 64, 128], ""kernel_sizes"": [3, 3, 5, 3], ""pooling_types"": [""avg"", ""max"", ""max"", ""avg""], ""skip_connections"": [false, false, false, true], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.045454706086896945}",4,"[64, 128, 64, 128]","[3, 3, 5, 3]","[""avg"", ""max"", ""max"", ""avg""]","[false, false, false, true]",0.045454706086896945
2,29,0.6265816420999933,0.6324,0.5669777777777778,1.2107483986960517,1.0111394548416137,503498,0.7833779000065988,0.0050349800000000005,0.0007833779000065988,"{""num_layers"": 4, ""filters"": [64, 128, 64, 128], ""kernel_sizes"": [3, 5, 5, 3], ""pooling_types"": [""avg"", ""max"", ""max"", ""avg""], ""skip_connections"": [false, false, true, true], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.045454706086896945}",4,"[64, 128, 64, 128]","[3, 5, 5, 3]","[""avg"", ""max"", ""max"", ""avg""]","[false, false, true, true]",0.045454706086896945
2,30,0.4991806195666726,0.5006,0.41986666666666667,1.5830639624489677,1.3704107063293458,83530,0.5840804333274718,0.0008353,0.0005840804333274718,"{""num_layers"": 3, ""filters"": [128, 32, 128], ""kernel_sizes"": [3, 3, 3], ""pooling_types"": [""max"", ""avg"", ""avg""], ""skip_connections"": [true, false, true], ""dilations"": [1, 1, 1], ""separable"": [false, false, false], ""dropout"": 0.11079820023626508}",3,"[128, 32, 128]","[3, 3, 3]","[""max"", ""avg"", ""avg""]","[true, false, true]",0.11079820023626508
2,31,0.5994727935999896,0.6048,0.5859333333333333,1.1584898669136896,1.1132242658615112,457674,0.7504664000104336,0.00457674,0.0007504664000104336,"{""num_layers"": 4, ""filters"": [64, 128, 64, 64], ""kernel_sizes"": [3, 5, 5, 3], ""pooling_types"": [""avg"", ""max"", ""max"", ""avg""], ""skip_connections"": [false, false, true, true], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.007074183628031916}",4,"[64, 128, 64, 64]","[3, 5, 5, 3]","[""avg"", ""max"", ""max"", ""avg""]","[false, false, true, true]",0.007074183628031916
3,32,0.5856796779666665,0.5896,0.5486,1.2591339213265313,1.1195164448738097,308746,0.8328620333334887,0.00308746,0.0008328620333334887,"{""num_layers"": 4, ""filters"": [128, 128, 64, 128], ""kernel_sizes"": [3, 3, 3, 3], ""pooling_types"": [""avg"", ""avg"", ""avg"", ""avg""], ""skip_connections"": [false, false, false, true], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.045454706086896945}",4,"[128, 128, 64, 128]","[3, 3, 3, 3]","[""avg"", ""avg"", ""avg"", ""avg""]","[false, false, false, true]",0.045454706086896945
3,33,0.5336228320000033,0.5368,0.5310444444444444,1.302603446176317,1.3232608684539795,236618,0.8109879999968447,0.00236618,0.0008109879999968447,"{""num_layers"": 4, ""filters"": [128, 32, 128, 64], ""kernel_sizes"": [5, 3, 5, 3], ""pooling_types"": [""avg"", ""max"", ""avg"", ""avg""], ""skip_connections"": [true, true, false, true], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.045454706086896945}",4,"[128, 32, 128, 64]","[5, 3, 5, 3]","[""avg"", ""max"", ""avg"", ""avg""]","[true, true, false, true]",0.045454706086896945
3,34,0.5585441819000005,0.5616,0.4999111111111111,1.3852227783203126,1.1987395217895507,245386,0.6019580999994408,0.00245386,0.0006019580999994409,"{""num_layers"": 3, ""filters"": [64, 64, 128], ""kernel_sizes"": [3, 3, 5], ""pooling_types"": [""max"", ""avg"", ""avg""], ""skip_connections"": [true, false, false], ""dilations"": [1, 1, 1], ""separable"": [false, false, false], ""dropout"": 0.045454706086896945}",3,"[64, 64, 128]","[3, 3, 5]","[""max"", ""avg"", ""avg""]","[true, false, false]",0.045454706086896945
3,35,0.6260076892333375,0.6342,0.573,1.1889469896210565,1.018899918937683,710282,1.0894907666624931,0.00710282,0.001089490766662493,"{""num_layers"": 4, ""filters"": [128, 128, 128, 128], ""kernel_sizes"": [3, 3, 5, 3], ""pooling_types"": [""avg"", ""max"", ""max"", ""avg""], ""skip_connections"": [false, false, false, true], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.045454706086896945}",4,"[128, 128, 128, 128]","[3, 3, 5, 3]","[""avg"", ""max"", ""max"", ""avg""]","[false, false, false, true]",0.045454706086896945
3,36,0.3835409306666686,0.3862,0.29664444444444443,1.8856188618554008,1.6781038208007812,182922,0.8298493333313672,0.00182922,0.0008298493333313673,"{""num_layers"": 3, ""filters"": [64, 128, 32], ""kernel_sizes"": [3, 3, 5], ""pooling_types"": [""avg"", ""max"", ""max""], ""skip_connections"": [true, false, true], ""dilations"": [1, 1, 1], ""separable"": [false, false, false], ""dropout"": 0.4961285696976098}",3,"[64, 128, 32]","[3, 3, 5]","[""avg"", ""max"", ""max""]","[true, false, true]",0.4961285696976098
3,37,0.5972233734999985,0.6014,0.5197555555555555,1.3343317446390788,1.1088523460388184,300426,1.1723665000014687,0.0030042600000000004,0.0011723665000014688,"{""num_layers"": 4, ""filters"": [64, 64, 128, 16], ""kernel_sizes"": [5, 3, 5, 5], ""pooling_types"": [""max"", ""avg"", ""avg"", ""avg""], ""skip_connections"": [false, false, false, true], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.045454706086896945}",4,"[64, 64, 128, 16]","[5, 3, 5, 5]","[""max"", ""avg"", ""avg"", ""avg""]","[false, false, false, true]",0.045454706086896945
3,38,0.5824132176333434,0.596,0.4829777777777778,1.4262443856981066,1.1225180501937866,1234570,1.24108236665658,0.0123457,0.00124108236665658,"{""num_layers"": 4, ""filters"": [128, 128, 128, 128], ""kernel_sizes"": [3, 5, 5, 5], ""pooling_types"": [""avg"", ""avg"", ""max"", ""avg""], ""skip_connections"": [false, false, true, false], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.1794896902423142}",4,"[128, 128, 128, 128]","[3, 5, 5, 5]","[""avg"", ""avg"", ""max"", ""avg""]","[false, false, true, false]",0.1794896902423142
3,39,0.5795476700000063,0.5842,0.5432888888888889,1.2725159013112386,1.1729324871063231,367498,0.9773499999937485,0.00367498,0.0009773499999937486,"{""num_layers"": 4, ""filters"": [64, 128, 64, 128], ""kernel_sizes"": [5, 3, 5, 3], ""pooling_types"": [""avg"", ""max"", ""max"", ""avg""], ""skip_connections"": [true, false, false, true], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.045454706086896945}",4,"[64, 128, 64, 128]","[5, 3, 5, 3]","[""avg"", ""max"", ""max"", ""avg""]","[true, false, false, true]",0.045454706086896945
4,40,0.4727490443999973,0.4754,0.432,1.5834985475752088,1.471703775024414,208394,0.5670156000026813,0.00208394,0.0005670156000026813,"{""num_layers"": 2, ""filters"": [64, 128], ""kernel_sizes"": [3, 5], ""pooling_types"": [""max"", ""max""], ""skip_connections"": [true, false], ""dilations"": [1, 1], ""separable"": [false, false], ""dropout"": 0.03948417532999732}",2,"[64, 128]","[3, 5]","[""max"", ""max""]","[true, false]",0.03948417532999732
4,41,0.3998438269333349,0.405,0.3453111111111111,1.7686050504048665,1.6137153238296509,433162,0.8245530666651272,0.0043316200000000004,0.0008245530666651272,"{""num_layers"": 3, ""filters"": [16, 128, 128], ""kernel_sizes"": [5, 3, 5], ""pooling_types"": [""max"", ""avg"", ""avg""], ""skip_connections"": [true, true, true], ""dilations"": [1, 1, 1], ""separable"": [false, false, false], ""dropout"": 0.2829645084778495}",3,"[16, 128, 128]","[5, 3, 5]","[""max"", ""avg"", ""avg""]","[true, true, true]",0.2829645084778495
4,42,0.63926944259999,0.6458,0.5613333333333334,1.2227697297414144,0.9769688219070435,503498,1.4955774000100064,0.0050349800000000005,0.0014955774000100063,"{""num_layers"": 4, ""filters"": [64, 128, 64, 128], ""kernel_sizes"": [3, 5, 5, 3], ""pooling_types"": [""avg"", ""max"", ""max"", ""avg""], ""skip_connections"": [false, false, true, true], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.045454706086896945}",4,"[64, 128, 64, 128]","[3, 5, 5, 3]","[""avg"", ""max"", ""max"", ""avg""]","[false, false, true, true]",0.045454706086896945
4,43,0.4439460599333268,0.4458,0.3496888888888889,1.7588560152689616,1.530477362060547,127562,0.5783200666731622,0.00127562,0.0005783200666731622,"{""num_layers"": 3, ""filters"": [64, 32, 128], ""kernel_sizes"": [5, 3, 5], ""pooling_types"": [""max"", ""avg"", ""avg""], ""skip_connections"": [true, false, false], ""dilations"": [1, 1, 1], ""separable"": [false, false, false], ""dropout"": 0.26828615413452955}",3,"[64, 32, 128]","[5, 3, 5]","[""max"", ""avg"", ""avg""]","[true, false, false]",0.26828615413452955
4,44,0.5814824650666671,0.5888,0.4668,1.4697236782921685,1.1419357507705687,653482,0.7827149333328028,0.00653482,0.0007827149333328029,"{""num_layers"": 4, ""filters"": [32, 128, 128, 64], ""kernel_sizes"": [3, 3, 5, 5], ""pooling_types"": [""avg"", ""max"", ""max"", ""avg""], ""skip_connections"": [false, false, false, false], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.1794896902423142}",4,"[32, 128, 128, 64]","[3, 3, 5, 5]","[""avg"", ""max"", ""max"", ""avg""]","[false, false, false, false]",0.1794896902423142
4,45,0.6072132929999966,0.6138,0.5223111111111111,1.3328221693462796,1.0889000314712525,515786,1.4288470000034674,0.005157859999999999,0.0014288470000034675,"{""num_layers"": 4, ""filters"": [64, 128, 128, 16], ""kernel_sizes"": [5, 3, 5, 3], ""pooling_types"": [""max"", ""avg"", ""avg"", ""avg""], ""skip_connections"": [true, true, false, false], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.045454706086896945}",4,"[64, 128, 128, 16]","[5, 3, 5, 3]","[""max"", ""avg"", ""avg"", ""avg""]","[true, true, false, false]",0.045454706086896945
4,46,0.603491448400008,0.6092,0.5675555555555556,1.202000283241272,1.069317314529419,465706,1.051491599992005,0.00465706,0.001051491599992005,"{""num_layers"": 4, ""filters"": [32, 128, 64, 128], ""kernel_sizes"": [3, 3, 5, 5], ""pooling_types"": [""avg"", ""max"", ""max"", ""avg""], ""skip_connections"": [false, false, true, true], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.045454706086896945}",4,"[32, 128, 64, 128]","[3, 3, 5, 5]","[""avg"", ""max"", ""max"", ""avg""]","[false, false, true, true]",0.045454706086896945
4,47,0.48570714766665907,0.492,0.3781555555555556,1.6915541491190593,1.409216159057617,535898,0.9338723333409386,0.00535898,0.0009338723333409386,"{""num_layers"": 4, ""filters"": [16, 128, 128, 32], ""kernel_sizes"": [3, 3, 5, 5], ""pooling_types"": [""avg"", ""avg"", ""max"", ""avg""], ""skip_connections"": [false, false, false, true], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.2527755372428402}",4,"[16, 128, 128, 32]","[3, 3, 5, 5]","[""avg"", ""avg"", ""max"", ""avg""]","[false, false, false, true]",0.2527755372428402
5,48,0.5991636584333307,0.6064,0.5417111111111111,1.2782218170801798,1.0832107322692872,634698,0.8893615666693222,0.00634698,0.0008893615666693222,"{""num_layers"": 4, ""filters"": [64, 128, 128, 128], ""kernel_sizes"": [3, 3, 3, 5], ""pooling_types"": [""max"", ""max"", ""max"", ""avg""], ""skip_connections"": [false, false, true, true], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.045454706086896945}",4,"[64, 128, 128, 128]","[3, 3, 3, 5]","[""max"", ""max"", ""max"", ""avg""]","[false, false, true, true]",0.045454706086896945
5,49,0.5930720393333315,0.598,0.5251555555555556,1.3172778893152872,1.1300275749206543,414346,0.784500666668464,0.00414346,0.000784500666668464,"{""num_layers"": 4, ""filters"": [128, 64, 64, 64], ""kernel_sizes"": [3, 5, 5, 5], ""pooling_types"": [""avg"", ""max"", ""max"", ""avg""], ""skip_connections"": [false, false, true, true], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.045454706086896945}",4,"[128, 64, 64, 64]","[3, 5, 5, 5]","[""avg"", ""max"", ""max"", ""avg""]","[false, false, true, true]",0.045454706086896945
5,50,0.4443889980999998,0.4458,0.33068888888888887,1.799052630572849,1.5031627046585083,71146,0.6995419000001372,0.00071146,0.0006995419000001372,"{""num_layers"": 4, ""filters"": [64, 64, 16, 128], ""kernel_sizes"": [3, 3, 3, 3], ""pooling_types"": [""avg"", ""max"", ""max"", ""max""], ""skip_connections"": [false, false, true, true], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.3391089464667672}",4,"[64, 64, 16, 128]","[3, 3, 3, 3]","[""avg"", ""max"", ""max"", ""max""]","[false, false, true, true]",0.3391089464667672
5,51,0.5605070620333239,0.562,0.4737777777777778,1.4477071723302206,1.2142409448623657,67946,0.813477966676146,0.0006794600000000001,0.0008134779666761461,"{""num_layers"": 4, ""filters"": [128, 16, 64, 16], ""kernel_sizes"": [5, 3, 3, 5], ""pooling_types"": [""avg"", ""max"", ""max"", ""avg""], ""skip_connections"": [true, true, true, true], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.045454706086896945}",4,"[128, 16, 64, 16]","[5, 3, 3, 5]","[""avg"", ""max"", ""max"", ""avg""]","[true, true, true, true]",0.045454706086896945
5,52,0.6220554512333268,0.6264,0.5542666666666667,1.238687867863973,1.0305055351257324,364234,0.7022087666731144,0.00364234,0.0007022087666731144,"{""num_layers"": 4, ""filters"": [64, 128, 64, 128], ""kernel_sizes"": [3, 5, 3, 3], ""pooling_types"": [""max"", ""max"", ""max"", ""avg""], ""skip_connections"": [false, false, false, true], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.045454706086896945}",4,"[64, 128, 64, 128]","[3, 5, 3, 3]","[""max"", ""max"", ""max"", ""avg""]","[false, false, false, true]",0.045454706086896945
5,53,0.6186688687666586,0.6214,0.5236666666666666,1.3216285220252142,1.0483005211830139,209242,0.6387112333413825,0.0020924200000000002,0.0006387112333413825,"{""num_layers"": 4, ""filters"": [16, 128, 64, 128], ""kernel_sizes"": [3, 5, 3, 3], ""pooling_types"": [""max"", ""avg"", ""max"", ""avg""], ""skip_connections"": [false, false, false, true], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.045454706086896945}",4,"[16, 128, 64, 128]","[3, 5, 3, 3]","[""max"", ""avg"", ""max"", ""avg""]","[false, false, false, true]",0.045454706086896945
5,54,0.641427012233331,0.6444,0.5516666666666666,1.2470428757561578,0.9840896768569947,233162,0.6413677666690395,0.00233162,0.0006413677666690396,"{""num_layers"": 4, ""filters"": [64, 128, 64, 128], ""kernel_sizes"": [3, 3, 3, 3], ""pooling_types"": [""max"", ""avg"", ""max"", ""avg""], ""skip_connections"": [false, false, false, true], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.04725297375754717}",4,"[64, 128, 64, 128]","[3, 3, 3, 3]","[""max"", ""avg"", ""max"", ""avg""]","[false, false, false, true]",0.04725297375754717
5,55,0.565949939800022,0.5674,0.47844444444444445,1.4363190308464897,1.208743115234375,57466,0.8754001999780788,0.0005746600000000001,0.0008754001999780788,"{""num_layers"": 4, ""filters"": [16, 64, 16, 128], ""kernel_sizes"": [3, 5, 3, 3], ""pooling_types"": [""max"", ""avg"", ""max"", ""avg""], ""skip_connections"": [false, false, false, true], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.045454706086896945}",4,"[16, 64, 16, 128]","[3, 5, 3, 3]","[""max"", ""avg"", ""max"", ""avg""]","[false, false, false, true]",0.045454706086896945
6,56,0.5852876931999815,0.5874,0.4952,1.400081284989251,1.1536706956863403,155434,0.5579668000185242,0.00155434,0.0005579668000185242,"{""num_layers"": 3, ""filters"": [32, 64, 64], ""kernel_sizes"": [3, 5, 5], ""pooling_types"": [""avg"", ""max"", ""max""], ""skip_connections"": [false, false, false], ""dilations"": [1, 1, 1], ""separable"": [false, false, false], ""dropout"": 0.045454706086896945}",3,"[32, 64, 64]","[3, 5, 5]","[""avg"", ""max"", ""max""]","[false, false, false]",0.045454706086896945
6,57,0.6042103950000014,0.6078,0.49295555555555554,1.3960583740022448,1.070848294067383,286218,0.7274249999985235,0.0028621799999999998,0.0007274249999985235,"{""num_layers"": 4, ""filters"": [64, 32, 64, 128], ""kernel_sizes"": [3, 3, 5, 5], ""pooling_types"": [""avg"", ""max"", ""max"", ""avg""], ""skip_connections"": [false, false, false, true], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.09984886572234042}",4,"[64, 32, 64, 128]","[3, 3, 5, 5]","[""avg"", ""max"", ""max"", ""avg""]","[false, false, false, true]",0.09984886572234042
6,58,0.4151634899666475,0.418,0.30873333333333336,1.8559454033109877,1.603959801864624,224970,0.5868100333524732,0.0022497,0.0005868100333524732,"{""num_layers"": 4, ""filters"": [64, 128, 64, 128], ""kernel_sizes"": [3, 3, 3, 3], ""pooling_types"": [""max"", ""avg"", ""max"", ""avg""], ""skip_connections"": [false, false, false, false], ""dilations"": [1, 1, 1, 1], ""separable"": [false, false, false, false], ""dropout"": 0.46541295237497654}",4,"[64, 128, 64, 128]","[3, 3, 3, 3]","[""max"", ""avg"", ""max"", ""avg""]","[false, false, false, false]",0.46541295237497654
